utt_0000 | U do‘kondan non sotib oldi. | u do‘kondan non sotib oldi.
utt_8984 | Biz sizlarni kutgandik va katta xursandchilik bilan qabul qildik. | biz sizlarni kutgandik va katta xursandchilik bilan qabul qildik.
utt_8985 | Bayram arafasi hammamiz uchun juda quvonchli va yoqimli bo‘ladi. | bayram arafasi hammamiz uchun juda quvonchli va yoqimli bo‘ladi.
utt_8986 | Krossvord, skanvordlar yoki yaponcha boshqotirma sudokular xotirani charxlash uchun ajoyib va qiziqarli vosita bo‘la oladi. | krossvord, skanvordlar yoki yaponcha boshqotirma sudokular xotirani charxlash uchun ajoyib va qiziqarli vosita bo‘la oladi.
utt_8987 | Tezkor-qidiruv tadbirlari natijasida Shahobiddin Shodiyev, Turdiali Ergashev hamda Hoshimjon Valiyevlar qo‘lga olindi. | tezkor-qidiruv tadbirlari natijasida shahobiddin shodiyev, turdiali ergashev hamda hoshimjon valiyevlar qo‘lga olindi.
utt_8988 | Muz bo‘lagi solingan matoni labga qo‘yib, harakatlantiring, muz qon sirkulyatsiyasini yaxshilaydi. | muz bo‘lagi solingan matoni labga qo‘yib, harakatlantiring, muz qon sirkulyatsiyasini yaxshilaydi.
utt_8989 | Sirdaryo viloyati Xovos tumani Gulbahor shaharchasida yashovchi Muslimbek Xoliqberdiyev bu yil Guliston davlat universitetining ijtimoiy-iqtisodiy fakultetiga to‘lov-kontrakt asosida o‘qishga kirdi. | sirdaryo viloyati xovos tumani gulbahor shaharchasida yashovchi muslimbek xoliqberdiyev bu yil guliston davlat universitetining ijtimoiy-iqtisodiy fakultetiga to‘lov-kontrakt asosida o‘qishga kirdi.
utt_8990 | Ba'zi futbolchilar Neymarning fintlarini raqiblarning ustidan kulish deb baholaydi. | baʻzi futbolchilar neymarning fintlarini raqiblarning ustidan kulish deb baholaydi.
utt_8991 | Qolganlar esa Kimning tashakkur so‘zlari ustidan kulib, memlar yasay boshladi. | qolganlar esa kimning tashakkur so‘zlari ustidan kulib, memlar yasay boshladi.
utt_8992 | Yunon-rum kurashchilari- Elmurod Tasmurodov, Nurbek Holmuhammedov, Dilshod Turdiyev, Jonibek Otabekov va Rustam Assaqalov bellashuvlarni endi boshlaydi. | yunon-rum kurashchilari- elmurod tasmurodov, nurbek holmuhammedov, dilshod turdiyev, jonibek otabekov va rustam assaqalov bellashuvlarni endi boshlaydi.
utt_8993 | Avstraliyalik qutqaruvchilar va o‘t o‘chiruvchilar Kvinslend shtatidagi Er shahrida yo‘l o‘rtasida Debbi to‘foni bilan chiqarib tashlangan akulani topishdi. | avstraliyalik qutqaruvchilar va o‘t o‘chiruvchilar kvinslend shtatidagi er shahrida yo‘l o‘rtasida debbi to‘foni bilan chiqarib tashlangan akulani topishdi.
utt_8994 | Fakultet taekvondo WTF WTF - Butunjahon taekvondo federatsiyasi, tahr. | fakultet taekvondo wtf wtf - butunjahon taekvondo federatsiyasi, tahr.
utt_8995 | Bugun, Yangi yil arafasida ushbu qutlug vohada mamlakatimiz sanoatida yana bir yorqin sahifa ochayotgan ulkan voqeaga guvoh bolish barchamizga cheksiz quvonch bagishlaydi. | bugun, yangi yil arafasida ushbu qutlug vohada mamlakatimiz sanoatida yana bir yorqin sahifa ochayotgan ulkan voqeaga guvoh bolish barchamizga cheksiz quvonch bagishlaydi.
utt_8996 | Pandemiya paytida Amerikaning Amazon kompaniyasiga omad kulib boqqan. | pandemiya paytida amerikaning amazon kompaniyasiga omad kulib boqqan.
utt_8997 | Tadbirda USAID tomonidan Ozbekiston Sogliqni saqlash vazirligiga tuberkulyoz kasalligini aniqlashda qollaniladigan o‘n olti ta GeneXpert diagnostika uskunasi taqdim qilindi. | tadbirda usaid tomonidan ozbekiston sogliqni saqlash vazirligiga tuberkulyoz kasalligini aniqlashda qollaniladigan o‘n olti ta genexpert diagnostika uskunasi taqdim qilindi.
utt_8998 | U Interpolning “qizil sirkulyar”iga kiritilgan, deyiladi xabarnomada. | u interpolning “qizil sirkulyar”iga kiritilgan, deyiladi xabarnomada.
utt_8999 | Biroq bunda ayollarning omad kulib boqishiga umid qilib, homiladorlikni kutishlari va vaqtni behuda sarflashlari to‘g‘ri emas. | biroq bunda ayollarning omad kulib boqishiga umid qilib, homiladorlikni kutishlari va vaqtni behuda sarflashlari to‘g‘ri emas.
utt_9000 | Dilshod ustaning so‘zlariga ko‘ra, ustachilikni boshlaganiga olti yilcha bo‘lgan. | dilshod ustaning so‘zlariga ko‘ra, ustachilikni boshlaganiga olti yilcha bo‘lgan.
utt_9001 | Ozbekiston Milliy axborot agentligi tomonidan iqtisodchi ekspert Adham Shodmonov bilan Inflyasiyaning yashirilishi yoxud pul almashadimi? sarlavhali suhbat elon qilingandi. | ozbekiston milliy axborot agentligi tomonidan iqtisodchi ekspert adham shodmonov bilan inflyasiyaning yashirilishi yoxud pul almashadimi? sarlavhali suhbat elon qilingandi.
utt_9002 | Alisher Alikulov tasviriy sanat olamiga oldingi asrning to‘qson-yillarida kirib keldi. | alisher alikulov tasviriy sanat olamiga oldingi asrning to‘qson-yillarida kirib keldi.
utt_9003 | Tadbir doirasida sog‘liqni saqlash vaziri Alisher Shodmonov Jahon sog‘liqni saqlash tashkiloti bosh direktori Tedros Gebreyesus bilan uchrashdi. | tadbir doirasida sog‘liqni saqlash vaziri alisher shodmonov jahon sog‘liqni saqlash tashkiloti bosh direktori tedros gebreyesus bilan uchrashdi.
utt_9004 | O‘rtacha o‘nta g‘oyaning ikkitasi innovatsiyaga aylanib, iqtisodiy samara bersa, xursand bo‘lishimiz kerak. | o‘rtacha o‘nta g‘oyaning ikkitasi innovatsiyaga aylanib, iqtisodiy samara bersa, xursand bo‘lishimiz kerak.
utt_9005 | Kultural Leonesa - Valensiya nol Penaltilar seriyasi yigirma to‘rt. | kultural leonesa - valensiya nol penaltilar seriyasi yigirma to‘rt.
utt_9006 | Kongress faoliyati mahalliy va xorijiy OAV Vesti yigirma to‘rt, NTV, Kultura, Mir, TRT, Reyter, TASS, Sinxua, Anadolu agentliklarida keng yoritib borildi. | kongress faoliyati mahalliy va xorijiy oav vesti yigirma to‘rt, ntv, kultura, mir, trt, reyter, tass, sinxua, anadolu agentliklarida keng yoritib borildi.
utt_9007 | Angel angelbengal Angel laqabli mushuk o‘ziga mahliyo qiladigan tashqi ko‘rinishi va kulgili videolari bilan odamlar qalbidan joy olgan. | angel angelbengal angel laqabli mushuk o‘ziga mahliyo qiladigan tashqi ko‘rinishi va kulgili videolari bilan odamlar qalbidan joy olgan.
utt_9008 | Ra’no Shodiyevaning fikricha, farzand aynan shunday holatda o‘z qalbida kechayotgan tuyg‘ularni ota-onasiga ayta oladi. | raʻno shodiyevaning fikricha, farzand aynan shunday holatda o‘z qalbida kechayotgan tuyg‘ularni ota-onasiga ayta oladi.
utt_9009 | O‘rtoqlik o‘yini “Bunyodkor” stadioni yigirma besh-oktabr, chorshanba Gollar Dilshod Saidov, o‘n to‘qqiz-pen o‘n. | o‘rtoqlik o‘yini “bunyodkor” stadioni yigirma besh-oktabr, chorshanba gollar dilshod saidov, o‘n to‘qqiz-pen o‘n.
utt_9010 | Togri, medallar uchun imkoniyat pasaydi, ammo butkul yoqolgani yoq. | togri, medallar uchun imkoniyat pasaydi, ammo butkul yoqolgani yoq.
utt_9011 | Ozbekiston davlat jismoniy tarbiya va sport universitetida endilikda fakultetlar soni besh tadan yetti taga etdi. | ozbekiston davlat jismoniy tarbiya va sport universitetida endilikda fakultetlar soni besh tadan yetti taga etdi.
utt_9012 | Mazkur ma’lumotlar asosida bemorlar foydalanishga tayyorlangan eyakulyatni qo‘llanilishiga rozi yoki norozi ekanligini ma’lum qiladi. | mazkur maʻlumotlar asosida bemorlar foydalanishga tayyorlangan eyakulyatni qo‘llanilishiga rozi yoki norozi ekanligini maʻlum qiladi.
utt_9013 | Unda kattalarning diqqinafas, ko‘ngilni parchalaydigan, tor-tanqis kulbasi emas, umuman, boshqa dunyosi hukmron bo‘ladi. | unda kattalarning diqqinafas, ko‘ngilni parchalaydigan, tor-tanqis kulbasi emas, umuman, boshqa dunyosi hukmron bo‘ladi.
utt_9014 | Olov to‘qson gektar maydonning kulini ko‘kka sovurgan. | olov to‘qson gektar maydonning kulini ko‘kka sovurgan.
utt_9015 | Faqat quvonch orqali ular chiqish yo‘lini topadigandek. | faqat quvonch orqali ular chiqish yo‘lini topadigandek.
utt_9016 | Men dvigatelni butkul qaytadan yangilashim, yangi detallarni o‘ylab topishim va ruli bor istalgan narsani haydashim mumkin. | men dvigatelni butkul qaytadan yangilashim, yangi detallarni o‘ylab topishim va ruli bor istalgan narsani haydashim mumkin.
utt_9017 | bir ming to'qqiz yuz sakson yettinchi yilda tug‘ilgan Dilshod Azimov Abdujabborovich oltin qazib olish artelida LW. | bir ming toʻqqiz yuz sakson yettinchi yilda tug‘ilgan dilshod azimov abdujabborovich oltin qazib olish artelida lw.
utt_9018 | Eldor bundan xursand “Yo‘qolgan qizchaning topilib, oilasining tashvishi kamayganidan xursandman. | eldor bundan xursand yo‘qolgan qizchaning topilib, oilasining tashvishi kamayganidan xursandman.
utt_9019 | Dilshod Sharipov “Daryo” internet-nashrida ikki ming o‘n besh-yilda ish boshlagan. | dilshod sharipov “daryo” internet-nashrida ikki ming o‘n besh-yilda ish boshlagan.
utt_9020 | Bizni juda xursandchilik bilan kutib olishdi, oziq-ovqat bilan ta’minlashdi, tibbiy yordam ko‘rsatishdi, - dedi evakuatsiya qilinganlardan biri telekanal muxbiriga. | bizni juda xursandchilik bilan kutib olishdi, oziq-ovqat bilan taʻminlashdi, tibbiy yordam ko‘rsatishdi, - dedi evakuatsiya qilinganlardan biri telekanal muxbiriga.
utt_9021 | Torino - Sirigu, Voynovich, Bremer, Voyvoda Singo, yetmish, Rodriges, Rinkon, Meyte, Lukich, Linetti, Verdi Nkulu, yetmish bir, Belotti Bonatssoli, yetmish yetti. | torino - sirigu, voynovich, bremer, voyvoda singo, yetmish, rodriges, rinkon, meyte, lukich, linetti, verdi nkulu, yetmish bir, belotti bonatssoli, yetmish yetti.
utt_9022 | Institutning iqtisodiyot va menejment fakulteti to‘rtinchi bosqich talabasi Akmal Berdimurodov Yoshlar ittifoqi boshlang‘ich tashkiloti yetakchisi etib saylandi. | institutning iqtisodiyot va menejment fakulteti to‘rtinchi bosqich talabasi akmal berdimurodov yoshlar ittifoqi boshlang‘ich tashkiloti yetakchisi etib saylandi.
utt_9023 | Farzandingizga sovg‘a sifatida bersangiz xursand bo‘lishi tabiiy. | farzandingizga sovg‘a sifatida bersangiz xursand bo‘lishi tabiiy.
utt_9024 | Natijada yakkalanib qolgan general Dominik Vandam korpusi Drezdendan qirq besh kilometr janubdagi Kulm shahri yaqinida qurshab olinadi va tor-mor qilinadi. | natijada yakkalanib qolgan general dominik vandam korpusi drezdendan qirq besh kilometr janubdagi kulm shahri yaqinida qurshab olinadi va tor-mor qilinadi.
utt_9025 | Darvozabon yaxshi o‘ynaydi, omadi ham keladi, omad kuchlilarga kulib boqadi. | darvozabon yaxshi o‘ynaydi, omadi ham keladi, omad kuchlilarga kulib boqadi.
utt_9026 | Ongi zaharlangan, oqimning ta'siriga butkul tushgan ayol buni so‘zsiz bajaradi. | ongi zaharlangan, oqimning taʻsiriga butkul tushgan ayol buni so‘zsiz bajaradi.
utt_9027 | Agar hujumchi Madrid klubi bilan shartnoma imzolamasdan golf o‘ynashda davom etishga tayyor bo‘lsa, narx tez orada kulgili holatga keladi. | agar hujumchi madrid klubi bilan shartnoma imzolamasdan golf o‘ynashda davom etishga tayyor bo‘lsa, narx tez orada kulgili holatga keladi.
utt_9028 | MyDay so‘nggi vaqtda kinolarda kamnamo bo‘lib qolgan, o‘z brendiga asos solgan va musiqaga ko‘proq vaqt ajrata boshlagan aktrisa Asal Shodiyeva bilan qisqa suhbat uyushtirdi. | myday so‘nggi vaqtda kinolarda kamnamo bo‘lib qolgan, o‘z brendiga asos solgan va musiqaga ko‘proq vaqt ajrata boshlagan aktrisa asal shodiyeva bilan qisqa suhbat uyushtirdi.
utt_9029 | Muborak safarga otlangan hamyurtlarimizning ko‘zlarida quvonch, tillarida shukronalik so‘zlari sira arimaganiga guvoh bo‘ldik. | muborak safarga otlangan hamyurtlarimizning ko‘zlarida quvonch, tillarida shukronalik so‘zlari sira arimaganiga guvoh bo‘ldik.
utt_9030 | Tezkor guruh tomonidan amalga oshirilgan tadbirlar natijasida yuk konteynerini olib kelgan haydovchi fuqaro Mansur Quvonchev ism-sharifi o‘zgartirilgan ekaniga oydinlik kiritilgan. | tezkor guruh tomonidan amalga oshirilgan tadbirlar natijasida yuk konteynerini olib kelgan haydovchi fuqaro mansur quvonchev ism-sharifi o‘zgartirilgan ekaniga oydinlik kiritilgan.
utt_9031 | Raqqosalar Parizoda va Shodiyora Omonova jurnalist Shoira Mirsodiqovaning raqqosalar haqida aytgan so‘zlaridan ranjidi. | raqqosalar parizoda va shodiyora omonova jurnalist shoira mirsodiqovaning raqqosalar haqida aytgan so‘zlaridan ranjidi.
utt_9032 | Hozirda u Jizzax davlat pedagogika institutining jismoniy madaniyat fakulteti bir-kurs talabasi. | hozirda u jizzax davlat pedagogika institutining jismoniy madaniyat fakulteti bir-kurs talabasi.
utt_9033 | “Aristokratlar” kulgi jamoasining a’zosi Sarvar Mirzaalimov aktrisa Shahzoda Muhammedova bilan birga “Kavkaz asirasi” filmidagi mashhur obrazlarni gavdalantirgani aks etgan suratni sahifasiga joyladi. | “aristokratlar” kulgi jamoasining aʻzosi sarvar mirzaalimov aktrisa shahzoda muhammedova bilan birga “kavkaz asirasi” filmidagi mashhur obrazlarni gavdalantirgani aks etgan suratni sahifasiga joyladi.
utt_9034 | Shu sabab ham kulishni kanda qilmaslik tavsiya qilinadi. | shu sabab ham kulishni kanda qilmaslik tavsiya qilinadi.
utt_9035 | Rasmiy ma’lumotlarga ko‘ra, shu paytgacha Imankulov ShHT Mintaqaviy aksilterror tuzilmasining kengashida Qirg‘iziston vakili bo‘lgan. | rasmiy maʻlumotlarga ko‘ra, shu paytgacha imankulov shht mintaqaviy aksilterror tuzilmasining kengashida qirg‘iziston vakili bo‘lgan.
utt_9036 | - Ingliz tili bilimdonlari sifatida e’tirof etilganimizdan juda xursandman, - deydi Yunusobod tumanidagi o‘n yetti-umumta’lim maktabining sakkiz-sinf o‘quvchisi Zilola Hoshimova. | - ingliz tili bilimdonlari sifatida eʻtirof etilganimizdan juda xursandman, - deydi yunusobod tumanidagi o‘n yetti-umumtaʻlim maktabining sakkiz-sinf o‘quvchisi zilola hoshimova.
utt_9037 | Beylning hali yosh ekanligi va klubning qo‘ygan talabi “Liverpul” rahbariyati kulgisiga sabab bo‘ldi. | beylning hali yosh ekanligi va klubning qo‘ygan talabi “liverpul” rahbariyati kulgisiga sabab bo‘ldi.
utt_9038 | Shu gaplardan so‘ng xorijiy tillarni yaxshi biluvchi o‘zbek biznesmenlari Alisher Usmonov, Fattoh Shodiyev, Alijon Ibrohimov kabi ishbilarmon tadbirkorlar yodimga tushdi. | shu gaplardan so‘ng xorijiy tillarni yaxshi biluvchi o‘zbek biznesmenlari alisher usmonov, fattoh shodiyev, alijon ibrohimov kabi ishbilarmon tadbirkorlar yodimga tushdi.
utt_9039 | Biroq u qayerda, qay sharoitda yashashidan qat’iy nazar, akula har doim yirtqich bo‘lib qoladi. | biroq u qayerda, qay sharoitda yashashidan qatʻiy nazar, akula har doim yirtqich bo‘lib qoladi.
utt_9040 | Shu paytgacha Toyloq tumani hokimining birinchi o‘rinbosari vazifasida ishlab kelgan Dilshod Musinov Payariq tumani hokimi vazifasini bajaruvchi etib tayinlandi. | shu paytgacha toyloq tumani hokimining birinchi o‘rinbosari vazifasida ishlab kelgan dilshod musinov payariq tumani hokimi vazifasini bajaruvchi etib tayinlandi.
utt_9041 | Kutilmaganda kelib chiqqan yongin shaharning katta qismini kulga aylantiradi. | kutilmaganda kelib chiqqan yongin shaharning katta qismini kulga aylantiradi.
utt_9042 | Paxta tolasini o‘zimizda to‘liq qayta ishlashga o‘tmoqchimiz”, deydi Quvonchbek Mustafoyev. | paxta tolasini o‘zimizda to‘liq qayta ishlashga o‘tmoqchimiz, deydi quvonchbek mustafoyev.
utt_9043 | Azizaning tadqiqot sohasini ommalashgan deyish mushkul. | azizaning tadqiqot sohasini ommalashgan deyish mushkul.
utt_9044 | Asal Shodiyeva sahifasiga yangi suratini joylashtirdi. | asal shodiyeva sahifasiga yangi suratini joylashtirdi.
utt_9045 | Moliya vaziri o‘rinbosari Dilshod Sultonov avvalroq QQS stavkasining pasayishi xizmat va tovarlarning arzonlashuviga ta’sir qilmasligini ta’kidlagan edi. | moliya vaziri o‘rinbosari dilshod sultonov avvalroq qqs stavkasining pasayishi xizmat va tovarlarning arzonlashuviga taʻsir qilmasligini taʻkidlagan edi.
utt_9046 | “O‘tgan yili fevral oyining boshida gullagan bodom bu gal bizni yanvar oyining o‘rtalarida xursand qildi. | o‘tgan yili fevral oyining boshida gullagan bodom bu gal bizni yanvar oyining o‘rtalarida xursand qildi.
utt_9047 | Markaziy Osiyoda esa bu huquq fuqaro huquqi bilan shunchalik chalkashib ketganki, fuqaro huquqidan adolat huquqini ajratib olish ancha mushkul masala. | markaziy osiyoda esa bu huquq fuqaro huquqi bilan shunchalik chalkashib ketganki, fuqaro huquqidan adolat huquqini ajratib olish ancha mushkul masala.
utt_9048 | Ertasiga darsga minib kelishmoqchi bo‘lgandir-da maqtanib deb rosa kulgandik. | ertasiga darsga minib kelishmoqchi bo‘lgandir-da maqtanib deb rosa kulgandik.
utt_9049 | Ammo ularning ishq qissalari baxtli yakun topmadi, juftliklar faqatgina filmlardagina “sevishganlar” bo‘lib qoldilar. | ammo ularning ishq qissalari baxtli yakun topmadi, juftliklar faqatgina filmlardagina “sevishganlar” bo‘lib qoldilar.
utt_9050 | Qishloqdagi yetti yuz ellik xonadondan ellikka yaqini butkul suv ostida qolgan. | qishloqdagi yetti yuz ellik xonadondan ellikka yaqini butkul suv ostida qolgan.
utt_9051 | Mazkur effekt quloqchinga ornatilgan okulyarlar va baland ovoz yordamida hosil qilinadi. | mazkur effekt quloqchinga ornatilgan okulyarlar va baland ovoz yordamida hosil qilinadi.
utt_9052 | Bizga omad kulib boqdi demayman, futbolda bunday tushuncha yo‘q. | bizga omad kulib boqdi demayman, futbolda bunday tushuncha yo‘q.
utt_9053 | Hamma narsa ko‘chada, oshna-og‘aynigarchilik, o‘ynab-kulish deb o‘ylarkanmiz. | hamma narsa ko‘chada, oshna-og‘aynigarchilik, o‘ynab-kulish deb o‘ylarkanmiz.
utt_9054 | Ish sudga kelganida, Smolikov va Kulev qotillikka urinishda ayblangan. | ish sudga kelganida, smolikov va kulev qotillikka urinishda ayblangan.
utt_9055 | Tonya “Xo‘p, unda “palyanitsya” deng-chi!” Mikroavtobus kulgidan zirillab ketadi. | tonya “xo‘p, unda “palyanitsya” deng-chi!” mikroavtobus kulgidan zirillab ketadi.
utt_9056 | “Bu qo‘shiqlarni aytish uchun hayotning quvonchlarini, tashvishlarini ko‘rish kerak ekan. | bu qo‘shiqlarni aytish uchun hayotning quvonchlarini, tashvishlarini ko‘rish kerak ekan.
utt_9057 | Qayd etish kerak, O‘FF prezidenti xalqaro safarlarga “Paxtakor” prezidenti Bobur Shodiyev bilan boradi. | qayd etish kerak, o‘ff prezidenti xalqaro safarlarga “paxtakor” prezidenti bobur shodiyev bilan boradi.
utt_9058 | Bu talablarni bir chetga surib qo‘ying baxtli bo‘lish uchun yashang. | bu talablarni bir chetga surib qo‘ying baxtli bo‘lish uchun yashang.
utt_9059 | Qurilishni amalga oshirganlarni jarimaga tortish bilangina bunday holatlarga butunlay barham berish mushkul. | qurilishni amalga oshirganlarni jarimaga tortish bilangina bunday holatlarga butunlay barham berish mushkul.
utt_9060 | Autizmga chalingan on oylik bolalar soglom tengdoshlari kabi serharakat emas, qiqirlab kulmaydi, onasiga ham intilmaydi. | autizmga chalingan on oylik bolalar soglom tengdoshlari kabi serharakat emas, qiqirlab kulmaydi, onasiga ham intilmaydi.
utt_9061 | Malikalarning hayoti, yurish-turishi, hattoki kulishi ham o‘ylab bajariladi. | malikalarning hayoti, yurish-turishi, hattoki kulishi ham o‘ylab bajariladi.
utt_9062 | Avstraliyancha juda ham kulgili ogohlantirish “Ilonlar, plyajga kirish uchun boshqa yo‘l toping”. | avstraliyancha juda ham kulgili ogohlantirish “ilonlar, plyajga kirish uchun boshqa yo‘l toping”.
